Description;Description2;Data.Carbohydrate;Data.Cholesterol;Data.Kilocalories;Data.Protein;Data.Household Weights.1st Household Weight Description
BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,W/SALT;BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,W/SALT 1 package,  (10 oz) yields;535;0;28;31;1 package,  (10 oz) yields
BRUSSELS SPROUTS,CKD,BLD,DRND,W/SALT;BRUSSELS SPROUTS,CKD,BLD,DRND,W/SALT 1 sprout;71;0;36;255;1 sprout
BRUSSELS SPROUTS,FRZ,CKD,BLD,DRND,W/SALT;BRUSSELS SPROUTS,FRZ,CKD,BLD,DRND,W/SALT 1 cup;832;0;42;364;1 cup
BURDOCK ROOT,CKD,BLD,DRND,W/SALT;"BURDOCK ROOT,CKD,BLD,DRND,W/SALT 1 cup,  (1"" pieces)";2115;0;88;209;"1 cup,  (1"" pieces)"
BUTTERBUR,CKD,BLD,DRND,W/SALT;BUTTERBUR,CKD,BLD,DRND,W/SALT ;216;0;8;23;
CABBAGE,COMMON,FRESHLY HARVEST,RAW;CABBAGE,COMMON,FRESHLY HARVEST,RAW 1 head;537;0;24;121;1 head
CABBAGE,COMMON (DANISH,DOMESTIC,&POINTED TYPES),STORED,RAW;CABBAGE,COMMON (DANISH,DOMESTIC,&POINTED TYPES),STORED,RAW 1 head;537;0;24;121;1 head
CABBAGE,COMMON,CKD,BLD,DRND,W/SALT;CABBAGE,COMMON,CKD,BLD,DRND,W/SALT 1 head;551;0;23;127;1 head
CABBAGE,RED,CKD,BLD,DRND,W/SALT;CABBAGE,RED,CKD,BLD,DRND,W/SALT 1 leaf;694;0;29;151;1 leaf
CABBAGE,SAVOY,CKD,BLD,DRND,W/SALT;CABBAGE,SAVOY,CKD,BLD,DRND,W/SALT 1 cup, shredded;541;0;24;18;1 cup, shredded
CABBAGE,CHINESE (PAK-CHOI),CKD,BLD,DRND,W/SALT;CABBAGE,CHINESE (PAK-CHOI),CKD,BLD,DRND,W/SALT 1 cup, shredded;178;0;12;156;1 cup, shredded
CABBAGE,CHINESE (PE-TSAI),CKD,BLD,DRND,W/SALT;CABBAGE,CHINESE (PE-TSAI),CKD,BLD,DRND,W/SALT 1 cup, shredded;241;0;14;15;1 cup, shredded
CARDOON,CKD,BLD,DRND,W/SALT;CARDOON,CKD,BLD,DRND,W/SALT ;474;0;20;76;
CARROTS,CKD,BLD,DRND,W/SALT;CARROTS,CKD,BLD,DRND,W/SALT 1 tbsp;822;0;35;76;1 tbsp
CARROTS,CND,NO SALT,SOL&LIQUIDS;CARROTS,CND,NO SALT,SOL&LIQUIDS .5 cup, slices;536;0;23;59;.5 cup, slices
CARROTS,CND,NO SALT ,DRND SOL;CARROTS,CND,NO SALT ,DRND SOL 1 cup, mashed;554;0;25;64;1 cup, mashed
CARROTS,FRZ,CKD,BLD,DRND,W/SALT;CARROTS,FRZ,CKD,BLD,DRND,W/SALT 1 cup, slices;773;0;37;58;1 cup, slices
CAULIFLOWER,CKD,BLD,DRND,W/SALT;"CAULIFLOWER,CKD,BLD,DRND,W/SALT .5 cup,  (1"" pieces)";411;0;23;184;".5 cup,  (1"" pieces)"
CAULIFLOWER,FRZ,CKD,BLD,DRND,W/SALT;"CAULIFLOWER,FRZ,CKD,BLD,DRND,W/SALT 1 cup,  (1"" pieces)";316;0;17;161;"1 cup,  (1"" pieces)"
CELERIAC,CKD,BLD,DRND,W/SALT;CELERIAC,CKD,BLD,DRND,W/SALT 1 cup, pieces;59;0;27;96;1 cup, pieces
CELERY,CKD,BLD,DRND,W/SALT;CELERY,CKD,BLD,DRND,W/SALT 1 cup, diced;40;0;18;83;1 cup, diced
CHARD,SWISS,CKD,BLD,DRND,W/SALT;CHARD,SWISS,CKD,BLD,DRND,W/SALT 1 cup, chopped;413;0;20;188;1 cup, chopped
CHAYOTE,FRUIT,CKD,BLD,DRND,W/SALT;"CHAYOTE,FRUIT,CKD,BLD,DRND,W/SALT 1 cup,  (1"" pieces)";45;0;22;62;"1 cup,  (1"" pieces)"
CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,W/SALT;"CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,W/SALT 1 cup,  (1"" pieces)";431;0;20;164;"1 cup,  (1"" pieces)"
COLLARDS,CKD,BLD,DRND,W/SALT;COLLARDS,CKD,BLD,DRND,W/SALT 1 cup, chopped;491;0;26;211;1 cup, chopped
COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT;COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT 1 cup, chopped;71;0;36;297;1 cup, chopped
CORN,SWT,YEL,CKD,BLD,DRND,W/SALT;"CORN,SWT,YEL,CKD,BLD,DRND,W/SALT 1 ear, small (5-1/2"" to 6-1/2"" long)";2511;0;108;332;"1 ear, small (5-1/2"" to 6-1/2"" long)"
CORN,SWT,YEL,CND,NO SALT,SOL&LIQUIDS;CORN,SWT,YEL,CND,NO SALT,SOL&LIQUIDS .5 cup;1541;0;64;195;.5 cup
CORN,SWT,YEL,CND,CRM STYLE,NO SALT;CORN,SWT,YEL,CND,CRM STYLE,NO SALT 1 cup;1813;0;72;174;1 cup
CORN,SWT,YEL,CND,VACUUM PK,NO SALT;CORN,SWT,YEL,CND,VACUUM PK,NO SALT .5 cup;1944;0;79;241;.5 cup
CORN,SWT,YEL,FRZ,KRNLS,CUT OFF COB,BLD,DRND,W/SALT;CORN,SWT,YEL,FRZ,KRNLS,CUT OFF COB,BLD,DRND,W/SALT 1 package,  (10 oz) yields;1871;0;79;255;1 package,  (10 oz) yields
CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT;CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT 1 ear,  yields;2233;0;93;311;1 ear,  yields
COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,W/SALT;COWPEAS (BLACKEYES),IMMAT SEEDS,CKD,BLD,DRND,W/SALT 1 cup;1973;0;94;317;1 cup
COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/SALT;COWPEAS (BLACKEYES),IMMAT SEEDS,FRZ,CKD,BLD,DRND,W/SALT 1 cup;235;0;131;849;1 cup
COWPEAS,YOUNG PODS W/SEEDS,CKD,BLD,DRND,W/SALT;COWPEAS,YOUNG PODS W/SEEDS,CKD,BLD,DRND,W/SALT 1 cup;70;0;34;26;1 cup
COWPEAS,LEAFY TIPS,CKD,BLD,DRND,W/SALT;COWPEAS,LEAFY TIPS,CKD,BLD,DRND,W/SALT 1 cup, chopped;28;0;22;467;1 cup, chopped
CRESS,GARDEN,CKD,BLD,DRND,W/SALT;CRESS,GARDEN,CKD,BLD,DRND,W/SALT 1 cup;38;0;23;19;1 cup
DANDELION GRNS,CKD,BLD,DRND,W/SALT;DANDELION GRNS,CKD,BLD,DRND,W/SALT 1 cup, chopped;64;0;33;20;1 cup, chopped
EGGPLANT,CKD,BLD,DRND,W/SALT;"EGGPLANT,CKD,BLD,DRND,W/SALT 1 cup,  (1"" cubes)";814;0;33;83;"1 cup,  (1"" cubes)"
GOURD,WHITE-FLOWERED (CALABASH),CKD,BLD,DRND,W/SALT;"GOURD,WHITE-FLOWERED (CALABASH),CKD,BLD,DRND,W/SALT 1 cup,  (1"" cubes)";31;0;13;6;"1 cup,  (1"" cubes)"
GOURD,DISHCLOTH (TOWELGOURD),CKD,BLD,DRND,W/SALT;"GOURD,DISHCLOTH (TOWELGOURD),CKD,BLD,DRND,W/SALT 1 cup,  (1"" pieces)";1375;0;54;66;"1 cup,  (1"" pieces)"
HORSERADISH-TREE,LEAFY TIPS,CKD,BLD,DRND,W/SALT;HORSERADISH-TREE,LEAFY TIPS,CKD,BLD,DRND,W/SALT 1 cup, chopped;1115;0;60;527;1 cup, chopped
HORSERADISH-TREE,PODS,CKD,BLD,DRND,W/SALT;HORSERADISH-TREE,PODS,CKD,BLD,DRND,W/SALT 1 cup, slices;818;0;36;209;1 cup, slices
HYACINTH-BEANS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT;HYACINTH-BEANS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT 1 cup;92;0;50;295;1 cup
JUTE,POTHERB,CKD,BLD,DRND,W/SALT;JUTE,POTHERB,CKD,BLD,DRND,W/SALT 1 cup;729;0;37;368;1 cup
KALE,CKD,BLD,DRND,W/SALT;KALE,CKD,BLD,DRND,W/SALT 1 cup, chopped;563;0;28;19;1 cup, chopped
KALE,FRZ,CKD,BLD,DRND,W/SALT;KALE,FRZ,CKD,BLD,DRND,W/SALT 1 cup, chopped;523;0;30;284;1 cup, chopped
KALE,SCOTCH,CKD,BLD,DRND,W/SALT;KALE,SCOTCH,CKD,BLD,DRND,W/SALT 1 cup, chopped;562;0;28;19;1 cup, chopped
KOHLRABI,CKD,BLD,DRND,W/SALT;KOHLRABI,CKD,BLD,DRND,W/SALT 1 cup, slices;669;0;29;18;1 cup, slices
LAMBS QUARTERS,CKD,BLD,DRND,W/SALT;LAMBS QUARTERS,CKD,BLD,DRND,W/SALT 1 cup, chopped;50;0;32;32;1 cup, chopped
LEEKS,(BULB&LOWER LEAF-PORTION),CKD,BLD,DRND,W/SALT;LEEKS,(BULB&LOWER LEAF-PORTION),CKD,BLD,DRND,W/SALT 1 leek;762;0;31;81;1 leek
LOTUS ROOT,CKD,BLD,DRND,W/SALT;LOTUS ROOT,CKD,BLD,DRND,W/SALT .5 cup;1602;0;66;158;.5 cup
MUSHROOMS,CKD,BLD,DRND,W/SALT;MUSHROOMS,CKD,BLD,DRND,W/SALT 1 cup, pieces;529;0;28;217;1 cup, pieces
MUSHROOMS,SHIITAKE,CKD,W/SALT;MUSHROOMS,SHIITAKE,CKD,W/SALT 1 cup, pieces;138;0;54;156;1 cup, pieces
MUSTARD GRNS,CKD,BLD,DRND,W/SALT;MUSTARD GRNS,CKD,BLD,DRND,W/SALT 1 cup, chopped;21;0;15;226;1 cup, chopped
MUSTARD GRNS,FRZ,CKD,BLD,DRND,W/SALT;MUSTARD GRNS,FRZ,CKD,BLD,DRND,W/SALT 1 package,  (10 oz) yields;311;0;19;227;1 package,  (10 oz) yields
MUSTARD SPINACH,(TENDERGREEN),CKD,BLD,DRND,W/SALT;MUSTARD SPINACH,(TENDERGREEN),CKD,BLD,DRND,W/SALT 1 cup, chopped;28;0;16;17;1 cup, chopped
NEW ZEALAND SPINACH,CKD,BLD,DRND,W/SALT;NEW ZEALAND SPINACH,CKD,BLD,DRND,W/SALT 1 cup, chopped;213;0;12;13;1 cup, chopped
OKRA,CKD,BLD,DRND,W/SALT;OKRA,CKD,BLD,DRND,W/SALT .5 cup, slices;451;0;22;187;.5 cup, slices
OKRA,FRZ,CKD,BLD,DRND,W/SALT;OKRA,FRZ,CKD,BLD,DRND,W/SALT 1 package,  (10 oz) yields;575;0;28;208;1 package,  (10 oz) yields
ONIONS,CKD,BLD,DRND,W/SALT;ONIONS,CKD,BLD,DRND,W/SALT 1 cup;956;0;42;136;1 cup
ONIONS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT;ONIONS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT 1 tbsp, chopped;60;0;26;77;1 tbsp, chopped
ONIONS,FRZ,WHL,CKD,BLD,DRND,W/SALT;ONIONS,FRZ,WHL,CKD,BLD,DRND,W/SALT 1 cup;611;0;26;71;1 cup
PARSNIPS,CKD,BLD,DRND,W/SALT;PARSNIPS,CKD,BLD,DRND,W/SALT .5 cup, slices;1701;0;71;132;.5 cup, slices
PEAS,EDIBLE-PODDED,CKD,BLD,DRND,W/SALT;PEAS,EDIBLE-PODDED,CKD,BLD,DRND,W/SALT 1 cup;646;0;40;327;1 cup
PEAS,EDIBLE-PODDED,FRZ,CKD,BLD,DRND,W/SALT;PEAS,EDIBLE-PODDED,FRZ,CKD,BLD,DRND,W/SALT 1 cup;843;0;50;35;1 cup
PEAS,GRN,CKD,BLD,DRND,W/SALT;PEAS,GRN,CKD,BLD,DRND,W/SALT 1 cup;1563;0;84;536;1 cup
PEAS,GRN,CND,NO SALT,SOL&LIQUIDS;PEAS,GRN,CND,NO SALT,SOL&LIQUIDS .5 cup;975;0;53;319;.5 cup
PEAS,GRN,CND,NO SALT,DRND SOL;PEAS,GRN,CND,NO SALT,DRND SOL .5 cup;1258;0;69;442;.5 cup
PEAS,GRN,FRZ,CKD,BLD,DRND,W/SALT;PEAS,GRN,FRZ,CKD,BLD,DRND,W/SALT .5 cup;1426;0;78;515;.5 cup
PEAS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT;PEAS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT ;1708;0;98;705;
PEAS&CARROTS,CND,NO SALT,SOL&LIQUIDS;PEAS&CARROTS,CND,NO SALT,SOL&LIQUIDS 1 cup;848;0;38;217;1 cup
PEAS&CARROTS,FRZ,CKD,BLD,DRND,W/SALT;PEAS&CARROTS,FRZ,CKD,BLD,DRND,W/SALT 1 package,  (10 oz) yields;1012;0;48;309;1 package,  (10 oz) yields
PEAS&ONIONS,FRZ,CKD,BLD,DRND,W/SALT;PEAS&ONIONS,FRZ,CKD,BLD,DRND,W/SALT 1 cup;863;0;45;254;1 cup
PEPPERS,HOT CHILI,RED,RAW;PEPPERS,HOT CHILI,RED,RAW 1 pepper;881;0;40;187;1 pepper
PEPPERS,HOT CHILI,RED,CND,EXCLUDING SEEDS,SOL&LIQUIDS;PEPPERS,HOT CHILI,RED,CND,EXCLUDING SEEDS,SOL&LIQUIDS 1 pepper;51;0;21;9;1 pepper
PEPPERS,SWT,RED,RAW;PEPPERS,SWT,RED,RAW 1 cup, chopped;603;0;31;99;1 cup, chopped
PEPPERS,SWT,GRN,CKD,BLD,DRND,W/SALT;PEPPERS,SWT,GRN,CKD,BLD,DRND,W/SALT 1 tbsp;611;0;26;92;1 tbsp
PEPPERS,SWT,RED,CKD,BLD,DRND,WO/SALT;PEPPERS,SWT,RED,CKD,BLD,DRND,WO/SALT 1 cup, strips;67;0;28;92;1 cup, strips
PEPPERS,SWT,RED,CKD,BLD,DRND,W/SALT;PEPPERS,SWT,RED,CKD,BLD,DRND,W/SALT 1 tbsp;611;0;26;92;1 tbsp
PEPPERS,SWT,GRN,FRZ,CHOPD,CKD,BLD,DRND,W/SALT;PEPPERS,SWT,GRN,FRZ,CHOPD,CKD,BLD,DRND,W/SALT 1 cup,  chopped or strips;331;0;16;95;1 cup,  chopped or strips
PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT;PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT 1 cup;1949;0;111;596;1 cup
POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,W/SALT;POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,W/SALT 1 cup;31;0;20;23;1 cup
POTATOES,BKD,FLESH & SKN,W/ SALT;"POTATOES,BKD,FLESH & SKN,W/ SALT 1 potato, large (3"" to 4-1/4"" dia)";2115;0;93;25;"1 potato, large (3"" to 4-1/4"" dia)"
POTATOES,BKD,FLESH,W/SALT;POTATOES,BKD,FLESH,W/SALT .5 cup;2155;0;93;196;.5 cup
POTATOES,BKD,SKN,W/ SALT;POTATOES,BKD,SKN,W/ SALT 1 skin;4606;0;198;429;1 skin
POTATOES,BLD,CKD IN SKN,FLESH,W/SALT;POTATOES,BLD,CKD IN SKN,FLESH,W/SALT .5 cup;2013;0;87;187;.5 cup
POTATOES,BLD,CKD IN SKN,SKN,W/SALT;POTATOES,BLD,CKD IN SKN,SKN,W/SALT 1 skin;172;0;78;286;1 skin
POTATOES,BLD,CKD WO/ SKN,FLESH,W/ SALT;"POTATOES,BLD,CKD WO/ SKN,FLESH,W/ SALT 1 large,  (3"" to 4-1/4"" dia.)";2001;0;86;171;"1 large,  (3"" to 4-1/4"" dia.)"
POTATOES,MICROWAVED,CKD,IN SKN,FLESH&SKN,W/SALT;"POTATOES,MICROWAVED,CKD,IN SKN,FLESH&SKN,W/SALT 1 potato,  (2-1/3"" x 4-3/4"")";2424;0;105;244;"1 potato,  (2-1/3"" x 4-3/4"")"
POTATOES,MICROWAVED,CKD IN SKN,FLESH,W/SALT;POTATOES,MICROWAVED,CKD IN SKN,FLESH,W/SALT .5 cup;2328;0;100;21;.5 cup
POTATOES,MICROWAVED,CKD,IN SKN,SKN W/SALT;POTATOES,MICROWAVED,CKD,IN SKN,SKN W/SALT 1 skin;2963;0;132;439;1 skin
POTATOES,FRZ,WHL,CKD,BLD,DRND,W/SALT;POTATOES,FRZ,WHL,CKD,BLD,DRND,W/SALT ;1393;0;63;198;
POTATOES,FRZ,FRCH FR,PAR FR,CTTGE-CUT,PREP,HTD OVEN,W/SALT;POTATOES,FRZ,FRCH FR,PAR FR,CTTGE-CUT,PREP,HTD OVEN,W/SALT 10 strips;3403;0;218;344;10 strips
POTATOES,FR FR,ALL TYPES,SALT NOT ADDED IN PROC,FRZ,OVN-HTD;POTATOES,FR FR,ALL TYPES,SALT NOT ADDED IN PROC,FRZ,OVN-HTD 10 strip;2871;0;172;266;10 strip
POTATOES,FR FR,ALL TYPES,SALT NOT ADDED IN PROC,FRZ,AS PURCH;POTATOES,FR FR,ALL TYPES,SALT NOT ADDED IN PROC,FRZ,AS PURCH 10 strips;2481;0;150;224;10 strips
POTATOES,AU GRATIN,HOME-PREPARED FROM RECIPE USING MARGARINE;POTATOES,AU GRATIN,HOME-PREPARED FROM RECIPE USING MARGARINE 1 cup;1127;15;132;506;1 cup
POTATOES,SCALLPD,HOME-PREPARED W/MARGARINE;POTATOES,SCALLPD,HOME-PREPARED W/MARGARINE 1 cup;1078;6;88;287;1 cup
PUMPKIN,CKD,BLD,DRND,W/SALT;PUMPKIN,CKD,BLD,DRND,W/SALT 1 cup, mashed;49;0;20;72;1 cup, mashed
PUMPKIN,CANNED,WITH SALT;PUMPKIN,CANNED,WITH SALT 1 cup;809;0;34;11;1 cup
PUMPKIN,FLOWERS,CKD,BLD,DRND,W/SALT;PUMPKIN,FLOWERS,CKD,BLD,DRND,W/SALT 1 cup;318;0;15;109;1 cup
PUMPKIN LEAVES,CKD,BLD,DRND,W/ SALT;PUMPKIN LEAVES,CKD,BLD,DRND,W/ SALT 1 cup;339;0;21;272;1 cup
PURSLANE,CKD,BLD,DRND,W/SALT;PURSLANE,CKD,BLD,DRND,W/SALT 1 cup;355;0;18;149;1 cup
RADISHES,ORIENTAL,CKD,BLD,DRND,W/SALT;RADISHES,ORIENTAL,CKD,BLD,DRND,W/SALT 1 cup, slices;343;0;17;67;1 cup, slices
RUTABAGAS,CKD,BLD,DRND,W/SALT;RUTABAGAS,CKD,BLD,DRND,W/SALT .5 cup, mashed;874;0;39;129;.5 cup, mashed
SALSIFY,CKD,BLD,DRND,W/SALT;SALSIFY,CKD,BLD,DRND,W/SALT 1 cup, slices;1536;0;68;273;1 cup, slices
SOYBEANS,GRN,CKD,BLD,DRND,W/SALT;SOYBEANS,GRN,CKD,BLD,DRND,W/SALT 1 cup;1105;0;141;1235;1 cup
SPINACH,CKD,BLD,DRND,W/SALT;SPINACH,CKD,BLD,DRND,W/SALT 1 cup;375;0;23;297;1 cup
SPINACH,CND,NO SALT,SOL&LIQUIDS;SPINACH,CND,NO SALT,SOL&LIQUIDS 1 cup;292;0;19;211;1 cup
SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,W/SALT;SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,W/SALT 1 package,  (10 oz) yields;48;0;34;401;1 package,  (10 oz) yields
SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,W/SALT;SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,W/SALT 1 cup, slices;431;0;20;91;1 cup, slices
SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CKD,BLD,DRND,W/SALT;SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CKD,BLD,DRND,W/SALT 1 cup, slices;431;0;20;91;1 cup, slices
SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,CKD,BLD,DRND,W/SALT;SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,CKD,BLD,DRND,W/SALT 1 cup, slices;554;0;25;128;1 cup, slices
SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,W/SALT;SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,W/SALT .5 cup, slices;33;0;16;103;.5 cup, slices
SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,W/SALT;SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,W/SALT .5 cup, slices;393;0;16;64;.5 cup, slices
SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,CKD,BLD,DRND,W/SALT;SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,CKD,BLD,DRND,W/SALT 1 cup;297;0;14;115;1 cup
SQUASH,WNTR,ALL VAR,CKD,BKD,W/SALT;SQUASH,WNTR,ALL VAR,CKD,BKD,W/SALT 1 cup, cubes;874;0;39;89;1 cup, cubes
SQUASH,WNTR,ACORN,CKD,BKD,W/SALT;SQUASH,WNTR,ACORN,CKD,BKD,W/SALT 1 cup, cubes;1458;0;56;112;1 cup, cubes
SQUASH,WNTR,ACORN,CKD,BLD,MSHD,W/SALT;SQUASH,WNTR,ACORN,CKD,BLD,MSHD,W/SALT 1 cup, mashed;879;0;34;67;1 cup, mashed
SQUASH,WNTR,BUTTERNUT,CKD,BKD,W/SALT;SQUASH,WNTR,BUTTERNUT,CKD,BKD,W/SALT 1 cup, cubes;1049;0;40;9;1 cup, cubes
SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,W/SALT;SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,W/SALT 1 cup, mashed;1004;0;39;123;1 cup, mashed
SQUASH,WNTR,HUBBARD,CKD,BKD,W/SALT;SQUASH,WNTR,HUBBARD,CKD,BKD,W/SALT 1 cup, cubes;1081;0;50;248;1 cup, cubes
SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,W/SALT;SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,W/SALT 1 cup, mashed;646;0;30;148;1 cup, mashed
SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,W/SALT;SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,W/SALT 1 cup;646;0;27;66;1 cup
SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,W/SALT;SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,W/SALT 1 cup;2437;0;111;507;1 cup
SUCCOTASH,(CORN&LIMAS),FRZ,CKD,BLD,DRND,W/SALT;SUCCOTASH,(CORN&LIMAS),FRZ,CKD,BLD,DRND,W/SALT 1 cup;1995;0;93;431;1 cup
SWAMP CABBAGE,CKD,BLD,DRND,W/SALT;SWAMP CABBAGE,CKD,BLD,DRND,W/SALT 1 cup, chopped;371;0;20;208;1 cup, chopped
SWEET POTATO LEAVES,CKD,STMD,W/ SALT;SWEET POTATO LEAVES,CKD,STMD,W/ SALT 1 cup;732;0;34;232;1 cup
SWEET POTATO,CKD,BKD IN SKN,W/ SALT;"SWEET POTATO,CKD,BKD IN SKN,W/ SALT 1 medium,  (2"" dia, 5"" long, raw)";2071;0;92;201;"1 medium,  (2"" dia, 5"" long, raw)"
SWEET POTATO,CKD,BLD,WO/ SKN,W/ SALT;SWEET POTATO,CKD,BLD,WO/ SKN,W/ SALT 1 cup, mashed;1772;0;76;137;1 cup, mashed
SWEET POTATO,FRZ,CKD,BKD,W/ SALT;SWEET POTATO,FRZ,CKD,BKD,W/ SALT 1 cup, cubes;234;0;100;171;1 cup, cubes
TARO,COOKED,WITH SALT;TARO,COOKED,WITH SALT 1 cup, slices;346;0;142;52;1 cup, slices
TARO,LEAVES,CKD,STMD,W/SALT;TARO,LEAVES,CKD,STMD,W/SALT 1 cup;389;0;24;272;1 cup
TARO,SHOOTS,CKD,W/SALT;TARO,SHOOTS,CKD,W/SALT 1 cup, slices;319;0;14;73;1 cup, slices
TARO,TAHITIAN,CKD,W/SALT;TARO,TAHITIAN,CKD,W/SALT 1 cup, slices;685;0;44;416;1 cup, slices
TOMATOES,RED,RIPE,CKD,W/ SALT;TOMATOES,RED,RIPE,CKD,W/ SALT 1 cup;401;0;18;95;1 cup
TOMATOES,RED,RIPE,CND,PACKED IN TOMATO JUC,NO SALT ADDED;TOMATOES,RED,RIPE,CND,PACKED IN TOMATO JUC,NO SALT ADDED 1 cup;40;0;17;78;1 cup
TOMATO JUC,CND,WO/SALT;TOMATO JUC,CND,WO/SALT 1 cup;424;0;17;76;1 cup
TOMATO PRODUCTS,CND,PASTE,W/SALT;TOMATO PRODUCTS,CND,PASTE,W/SALT .5 cup;1891;0;82;432;.5 cup
TOMATO PRODUCTS,CND,PUREE,W/SALT;TOMATO PRODUCTS,CND,PUREE,W/SALT 1 cup;898;0;38;165;1 cup
TURNIPS,CKD,BLD,DRND,W/SALT;TURNIPS,CKD,BLD,DRND,W/SALT 1 cup, cubes;506;0;22;71;1 cup, cubes
TURNIPS,FRZ,CKD,BLD,DRND,W/SALT;TURNIPS,FRZ,CKD,BLD,DRND,W/SALT 1 cup;376;0;21;153;1 cup
TURNIP GRNS,CKD,BLD,DRND,W/SALT;TURNIP GRNS,CKD,BLD,DRND,W/SALT 1 cup, chopped;436;0;20;114;1 cup, chopped
TURNIP GRNS,FRZ,CKD,BLD,DRND,W/SALT;TURNIP GRNS,FRZ,CKD,BLD,DRND,W/SALT 1 package,  (10 oz) yields;498;0;29;335;1 package,  (10 oz) yields
TURNIP GRNS&TURNIPS,FRZ,CKD,BLD,DRND,W/SALT;TURNIP GRNS&TURNIPS,FRZ,CKD,BLD,DRND,W/SALT 1 cup;474;0;34;299;1 cup
VEGETABLES,MXD,FRZ,CKD,BLD,DRND,W/SALT;VEGETABLES,MXD,FRZ,CKD,BLD,DRND,W/SALT 1 package,  (10 oz) yields;1309;0;60;286;1 package,  (10 oz) yields
WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,W/SALT;WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,W/SALT 1 cup, cubes;245;0;11;4;1 cup, cubes
WINGED BEAN,IMMAT SEEDS,CKD,BLD,DRND,W/SALT;WINGED BEAN,IMMAT SEEDS,CKD,BLD,DRND,W/SALT 1 cup;321;0;37;531;1 cup
YAM,CKD,BLD,DRND,OR BKD,W/SALT;YAM,CKD,BLD,DRND,OR BKD,W/SALT 1 cup, cubes;2699;0;114;149;1 cup, cubes
YAMBEAN (JICAMA),CKD,BLD,DRND,W/SALT;YAMBEAN (JICAMA),CKD,BLD,DRND,W/SALT ;823;0;36;72;
YARDLONG BEAN,CKD,BLD,DRND,W/SALT;YARDLONG BEAN,CKD,BLD,DRND,W/SALT 1 cup, slices;917;0;47;253;1 cup, slices
CORN,SWEET,WHITE,RAW;"CORN,SWEET,WHITE,RAW 1 ear,  small (5-1/2"" to 6-1/2"" long)";1902;0;86;322;"1 ear,  small (5-1/2"" to 6-1/2"" long)"
CORN,SWT,WHITE,CKD,BLD,DRND,WO/SALT;"CORN,SWT,WHITE,CKD,BLD,DRND,WO/SALT 1 ear, small (5-1/2"" to 6-1/2"" long)";2511;0;108;332;"1 ear, small (5-1/2"" to 6-1/2"" long)"
CORN,SWT,WHITE,CKD,BLD,DRND,W/SALT;"CORN,SWT,WHITE,CKD,BLD,DRND,W/SALT 1 ear, small (5-1/2"" to 6-1/2"" long)";2511;0;108;332;"1 ear, small (5-1/2"" to 6-1/2"" long)"
